ticket_id,timestamp,equipment_id,product_type,risk_tier,health_score,failure_probability_pct,anomaly_score_pct,diagnosed_failure_mode,root_cause_explanation,recommended_action,urgency_level
TICK-01524,2026-01-02 23:45:00,H32278,H,CRITICAL,1.7,98.3,39.0,TWF - Tool Wear Failure,Cumulative tool wear reached 246 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01525,2026-01-02 23:46:00,H32279,H,WATCH,61.7,0.3,45.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01526,2026-01-02 23:47:00,L50046,L,WARNING,48.1,0.6,61.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01527,2026-01-02 23:48:00,H32281,H,WATCH,71.5,1.8,33.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01528,2026-01-02 23:49:00,L50048,L,WATCH,74.5,5.3,30.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01529,2026-01-02 23:50:00,L50049,L,WATCH,72.6,1.2,32.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01530,2026-01-02 23:56:00,M17735,M,WATCH,60.7,0.3,46.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01531,2026-01-02 23:57:00,M17736,M,WATCH,71.0,0.5,34.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01532,2026-01-03 00:00:00,M17739,M,CRITICAL,1.2,98.8,51.6,PWF - Power Failure,"Mechanical shaft power consumption is 9047.2W, operating outside nominal safe window [3500.0W, 9000.0W]. Indicates severe electrical drive defect or mechanical seizure.","Conduct motor inverter electrical inspection, measure phase resistance, and check power supply voltage.",IMMEDIATE (Halt operation / inspect before restart)
TICK-01533,2026-01-03 00:25:00,L50084,L,CRITICAL,21.7,0.3,92.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01534,2026-01-03 00:29:00,L50088,L,WATCH,54.0,1.2,54.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01535,2026-01-03 00:35:00,H32328,H,WARNING,48.2,1.5,61.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01536,2026-01-03 00:36:00,L50095,L,WARNING,45.8,1.2,63.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01537,2026-01-03 00:49:00,M17788,M,WATCH,72.7,0.1,32.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01538,2026-01-03 00:54:00,M17793,M,WATCH,69.7,0.7,35.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01539,2026-01-03 00:57:00,M17796,M,WATCH,60.2,3.6,46.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01540,2026-01-03 00:58:00,L50117,L,WATCH,70.5,0.6,34.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01541,2026-01-03 01:01:00,L50120,L,WARNING,38.6,2.5,72.2,TWF - Tool Wear Failure,Cumulative tool wear reached 201 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01542,2026-01-03 01:02:00,M17801,M,CRITICAL,6.4,93.6,70.0,TWF - Tool Wear Failure,Cumulative tool wear reached 203 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01543,2026-01-03 01:03:00,L50122,L,WATCH,54.0,0.1,54.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01544,2026-01-03 01:04:00,H32357,H,WARNING,29.4,0.7,83.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01545,2026-01-03 01:05:00,L50124,L,WATCH,59.8,0.4,47.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01546,2026-01-03 01:06:00,H32359,H,WARNING,26.3,0.5,86.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01547,2026-01-03 01:07:00,M17806,M,WARNING,47.7,0.3,61.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01548,2026-01-03 01:08:00,L50127,L,WARNING,43.5,3.0,66.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01549,2026-01-03 01:09:00,L50128,L,WARNING,38.0,0.4,73.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01550,2026-01-03 01:10:00,M17809,M,WATCH,51.2,0.3,57.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01551,2026-01-03 01:11:00,M17810,M,WARNING,46.8,0.4,62.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01552,2026-01-03 01:12:00,L50131,L,WATCH,51.3,0.4,57.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01553,2026-01-03 01:13:00,H32366,H,WATCH,52.5,0.6,55.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01554,2026-01-03 01:14:00,L50133,L,WATCH,60.6,0.4,46.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01555,2026-01-03 01:15:00,H32368,H,WARNING,44.5,0.3,65.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01556,2026-01-03 01:16:00,M17815,M,WATCH,60.2,1.1,46.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01557,2026-01-03 01:17:00,M17816,M,WATCH,70.2,1.4,35.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01558,2026-01-03 01:18:00,L50137,L,WATCH,67.9,0.2,37.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01559,2026-01-03 01:25:00,L50144,L,WATCH,74.6,1.2,29.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01560,2026-01-03 01:26:00,M17825,M,WATCH,65.0,0.4,41.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01561,2026-01-03 01:37:00,M17836,M,WATCH,67.0,0.4,38.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01562,2026-01-03 01:43:00,L50162,L,WATCH,73.0,0.2,31.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01563,2026-01-03 01:44:00,L50163,L,WATCH,74.9,1.1,29.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01564,2026-01-03 01:58:00,L50177,L,WARNING,39.7,4.2,70.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01565,2026-01-03 02:00:00,L50179,L,WATCH,52.8,15.2,55.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01566,2026-01-03 02:01:00,H32414,H,CRITICAL,0.2,99.8,90.4,PWF - Power Failure,"Mechanical shaft power consumption is 10093.6W, operating outside nominal safe window [3500.0W, 9000.0W]. Indicates severe electrical drive defect or mechanical seizure.","Conduct motor inverter electrical inspection, measure phase resistance, and check power supply voltage.",IMMEDIATE (Halt operation / inspect before restart)
TICK-01567,2026-01-03 02:02:00,L50181,L,WATCH,70.3,0.7,35.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01568,2026-01-03 02:03:00,M17862,M,WATCH,60.7,0.4,46.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01569,2026-01-03 02:04:00,M17863,M,WATCH,65.8,0.6,40.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01570,2026-01-03 02:05:00,M17864,M,WARNING,49.9,0.7,59.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01571,2026-01-03 02:06:00,L50185,L,WATCH,51.1,1.1,57.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01572,2026-01-03 02:07:00,L50186,L,WATCH,68.3,0.9,37.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01573,2026-01-03 02:08:00,L50187,L,WARNING,48.6,0.3,60.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01574,2026-01-03 02:09:00,M17868,M,WATCH,62.2,1.3,44.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01575,2026-01-03 02:10:00,M17869,M,WATCH,61.6,1.3,45.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01576,2026-01-03 02:11:00,L50190,L,WATCH,60.9,0.8,46.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01577,2026-01-03 02:12:00,M17871,M,WARNING,46.0,1.3,63.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01578,2026-01-03 02:13:00,L50192,L,WATCH,63.6,3.5,42.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01579,2026-01-03 02:14:00,L50193,L,WARNING,48.5,3.3,60.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01580,2026-01-03 02:15:00,L50194,L,WATCH,62.5,1.6,44.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01581,2026-01-03 02:16:00,L50195,L,WATCH,65.0,8.5,41.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01582,2026-01-03 02:17:00,L50196,L,WARNING,47.3,16.2,62.0,TWF - Tool Wear Failure,Cumulative tool wear reached 200 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01583,2026-01-03 02:18:00,L50197,L,WARNING,43.7,1.8,66.3,TWF - Tool Wear Failure,Cumulative tool wear reached 202 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01584,2026-01-03 02:19:00,M17878,M,WATCH,71.3,9.4,33.7,TWF - Tool Wear Failure,Cumulative tool wear reached 204 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01585,2026-01-03 02:20:00,L50199,L,CRITICAL,1.2,98.8,55.2,OSF - Overstrain Failure,Combined mechanical load strain (11219) exceeds type-L stress limit (11000). Heavy torque on worn tooling threatens spindle shaft integrity.,Reduce feed rate and cutting depth immediately; replace tooling assembly and inspect chuck clamp.,IMMEDIATE (Risk of mechanical fracture)
TICK-01586,2026-01-03 02:21:00,L50200,L,WATCH,70.5,13.2,34.7,TWF - Tool Wear Failure,Cumulative tool wear reached 209 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01587,2026-01-03 02:22:00,L50201,L,WATCH,53.0,47.0,50.8,TWF - Tool Wear Failure,Cumulative tool wear reached 211 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01588,2026-01-03 02:23:00,L50202,L,WATCH,66.3,5.7,39.7,TWF - Tool Wear Failure,Cumulative tool wear reached 213 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01589,2026-01-03 02:26:00,L50205,L,WATCH,72.1,5.5,32.9,TWF - Tool Wear Failure,Cumulative tool wear reached 219 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01590,2026-01-03 02:27:00,M17886,M,WATCH,54.8,9.3,53.2,TWF - Tool Wear Failure,Cumulative tool wear reached 221 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-01591,2026-01-03 02:28:00,L50207,L,WATCH,65.8,0.3,40.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01592,2026-01-03 02:29:00,L50208,L,WATCH,56.8,0.5,50.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01593,2026-01-03 02:30:00,L50209,L,WATCH,72.6,0.2,32.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01594,2026-01-03 02:32:00,M17891,M,WATCH,74.0,0.3,30.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01595,2026-01-03 02:34:00,M17893,M,WARNING,44.7,1.3,65.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01596,2026-01-03 02:38:00,L50217,L,WATCH,70.5,0.7,34.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01597,2026-01-03 02:45:00,L50224,L,WATCH,64.2,0.9,42.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01598,2026-01-03 02:50:00,L50229,L,WATCH,69.9,0.3,35.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01599,2026-01-03 03:00:00,M17919,M,WATCH,73.9,0.2,30.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01600,2026-01-03 03:02:00,L50241,L,WATCH,58.3,1.2,49.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01601,2026-01-03 03:12:00,L50251,L,WARNING,33.2,0.3,78.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01602,2026-01-03 03:13:00,L50252,L,WATCH,54.9,0.7,53.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01603,2026-01-03 03:15:00,L50254,L,WATCH,67.6,0.7,38.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-01604,2026-01-03 03:18:00,L50257,L,WARNING,36.1,2.1,75.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
